date,open,high,low,close,volume
2022-01-03,100.06222450599033,101.1591059738048,98.96534303817586,100.06222450599033,1467688.0
2022-01-04,100.06222450599033,100.69158872445036,99.35640934988226,99.98577356834228,610028.0
2022-01-05,99.98577356834228,100.86671315336538,98.94014802024583,99.82108760526893,1299198.0
2022-01-06,99.82108760526893,100.83661545145054,98.34853802871197,99.3640658748936,998380.0
2022-01-07,99.3640658748936,100.33014586500018,98.33703498622414,99.30311497633072,1052147.0
2022-01-10,99.30311497633072,100.42591048973986,98.03744924649666,99.16024475990581,1313171.0
2022-01-11,99.16024475990581,100.23596216171934,97.76675757405697,98.8424749758705,972877.0
2022-01-12,98.8424749758705,99.96259008067767,97.60409389450336,98.72420899931053,1287666.0
2022-01-13,98.72420899931053,99.13944515332578,98.15242096086902,98.56765711488427,620782.0
2022-01-14,98.56765711488427,99.3054503167439,97.66108331717307,98.3988765190327,870140.0
2022-01-17,98.3988765190327,99.17251809743276,97.40977310940012,98.18341468780018,1378746.0
2022-01-18,98.18341468780018,98.62676623913521,97.61651277377226,98.05986432510728,709881.0
2022-01-19,98.05986432510728,98.455104226217,97.31528662799394,97.71052652910366,1356550.0
2022-01-20,97.71052652910366,98.74801738732957,96.42550926706022,97.46300012528613,1183630.0
2022-01-21,97.46300012528613,98.61594436349063,96.0073144553411,97.1602586935456,895351.0
2022-01-24,97.1602586935456,98.15760000370925,96.04976097624639,97.04710228641004,1238506.0
2022-01-25,97.04710228641004,97.67894424212122,96.20472806191144,96.83657001762262,869914.0
2022-01-26,96.83657001762262,97.7677504422901,95.63755621667568,96.56873664134315,818084.0
2022-01-27,96.56873664134315,97.18389405072875,95.60168099179727,96.21683840118287,1141377.0
2022-01-28,96.21683840118287,97.16930453131538,95.00434373887155,95.95680986900406,987095.0
2022-01-31,95.95680986900406,96.55405382290861,95.14595633883859,95.74320029274314,703952.0
2022-02-01,95.74320029274314,96.72290774875216,94.50158009840709,95.48128755441611,861674.0
2022-02-02,95.48128755441611,96.62601561559589,94.34477851573347,95.48950657691324,964504.0
2022-02-03,95.48950657691324,96.62437867429725,94.31347449657319,95.4483465939572,767898.0
2022-02-04,95.4483465939572,96.4967871065598,93.72241177820135,94.77085229080394,751132.0
2022-02-07,94.77085229080394,95.83597004732155,93.17240511259591,94.23752286911352,773454.0
2022-02-08,94.23752286911352,95.1460634172854,93.08824691913362,93.99678746730551,1339145.0
2022-02-09,93.99678746730551,94.78736420410883,92.92434478754026,93.71492152434358,523606.0
2022-02-10,93.71492152434358,94.77996935490464,92.47584930474407,93.54089713530513,1116263.0
2022-02-11,93.54089713530513,93.98139212630414,92.92731919784113,93.36781418884014,892532.0
2022-02-14,93.36781418884014,94.16536993475901,92.7168554758064,93.51441122172527,1342962.0
2022-02-15,93.51441122172527,94.33827641620213,92.29443027202657,93.11829546650344,665789.0
2022-02-16,93.11829546650344,93.84452597339121,92.12028430979281,92.84651481668058,616558.0
2022-02-17,92.84651481668058,93.94140560882232,91.88483821370691,92.97972900584865,1397952.0
2022-02-18,92.97972900584865,93.49620289619878,92.36296800267033,92.87944189302046,1193657.0
2022-02-21,92.87944189302046,93.29677790347937,92.36465920531391,92.78199521577282,1175543.0
2022-02-22,92.78199521577282,93.24556112387904,92.02491941597584,92.48848532408206,1123909.0
2022-02-23,92.48848532408206,93.56518495044881,90.93119456890018,92.00789419526693,1162812.0
2022-02-24,92.00789419526693,92.47275267649393,91.36454794178421,91.8294064230112,767634.0
2022-02-25,91.8294064230112,92.3617330545218,91.10929604026707,91.64162267177767,1234492.0
2022-02-28,91.64162267177767,92.2817650529228,90.59435552906382,91.23449791020894,588681.0
2022-03-01,91.23449791020894,92.05161357077309,90.10107018514833,90.91818584571247,832503.0
2022-03-02,90.91818584571247,91.84850249426083,89.77238363012476,90.70270027867312,908708.0
2022-03-03,90.70270027867312,91.12092775736778,89.92746470140158,90.34569218009624,879808.0
2022-03-04,90.34569218009624,91.37764081835189,89.09536007539131,90.12730871364695,532424.0
2022-03-07,90.12730871364695,91.03592084853624,89.03220286350775,89.94081499839703,514384.0
2022-03-08,89.94081499839703,90.53023459909261,89.15561126762067,89.74503086831625,1082261.0
2022-03-09,89.74503086831625,90.238385080626,88.96901631542389,89.46237052773364,1188439.0
2022-03-10,89.46237052773364,90.24582217600718,88.57390771042873,89.35735935870227,1015687.0
2022-03-11,89.35735935870227,90.13940767101968,88.51821759865396,89.30026591097138,950727.0
2022-03-14,89.30026591097138,89.84763442123317,88.60427272090014,89.15164123116193,710817.0
2022-03-15,89.15164123116193,89.62729014964431,88.34531487231577,88.82096379079815,870775.0
2022-03-16,88.82096379079815,89.72004136067808,87.83965260353186,88.7387301734118,1219411.0
2022-03-17,88.7387301734118,89.56860910671149,87.63013285101292,88.46001178431261,1364467.0
2022-03-18,88.46001178431261,89.37956457257043,87.48202839112633,88.40158117938415,895604.0
2022-03-21,88.40158117938415,88.90835600469805,87.52672308664586,88.03349791195976,1235844.0
2022-03-22,88.03349791195976,88.89445020394943,87.11998791488324,87.98094020687292,509726.0
2022-03-23,87.98094020687292,88.38445351176358,87.37711567106025,87.78062897595092,736593.0
2022-03-24,87.78062897595092,88.13530812059052,87.03261209735822,87.38729124199783,993715.0
