date,open,high,low,close,volume
2017-01-02,19.999999999999996,20.171552237449554,19.82844776255044,19.999999999999996,1304811.0
2017-01-03,19.999999999999996,20.46973008440013,19.641578751613746,20.11130883601388,1180969.0
2017-01-04,20.11130883601388,20.281173122556535,19.904025495154194,20.07388978169685,1129953.0
2017-01-05,20.07388978169685,20.373183871095975,19.600995536323637,19.900289625722763,1005606.0
2017-01-06,19.900289625722763,20.221650156642735,19.54200842390205,19.863368954822022,1361961.0
2017-01-09,19.863368954822022,20.050129332501626,19.523707809707318,19.710468187386923,1380737.0
2017-01-10,19.710468187386923,20.03693259873883,19.50952276955508,19.835987180906987,986986.0
2017-01-11,19.835987180906987,20.444736207757924,19.649239227283093,20.25798825413403,907051.0
2017-01-12,20.25798825413403,20.368931057847416,20.07019840750605,20.181141211219437,1094145.0
2017-01-13,20.181141211219437,20.396226087289882,19.87594752930542,20.091032405375866,1325313.0
2017-01-16,20.091032405375866,20.43890556317007,19.941319869637233,20.289193027431438,1113079.0
2017-01-17,20.289193027431438,20.587859791342677,20.13390479947303,20.43257156338427,629150.0
2017-01-18,20.43257156338427,20.634359325696103,20.29755791609303,20.499345678404865,736901.0
2017-01-19,20.499345678404865,20.635697814001446,20.171963315072613,20.308315450669195,1246567.0
2017-01-20,20.308315450669195,20.68601641086039,19.994710947778298,20.372411907969493,1190380.0
2017-01-23,20.372411907969493,20.81601093936738,20.167909087104423,20.61150811850231,544180.0
2017-01-24,20.61150811850231,20.765589646993377,20.165557551410735,20.3196390799018,622985.0
2017-01-25,20.3196390799018,20.568718485746906,20.046424037019516,20.29550344286462,822608.0
2017-01-26,20.29550344286462,20.543860893108757,19.68432270235497,19.932680152599104,1309875.0
2017-01-27,19.932680152599104,20.190925835168805,19.521582574041922,19.779828256611623,696720.0
2017-01-30,19.779828256611623,20.10707765297893,19.199548431121894,19.5267978274892,649604.0
2017-01-31,19.5267978274892,19.816262760460614,19.40659502742095,19.69605996039236,637700.0
2017-02-01,19.69605996039236,19.876392347561517,19.422250289247792,19.602582676416947,1415445.0
2017-02-02,19.602582676416947,20.052020118563675,19.44374182821087,19.8931792703576,1242363.0
2017-02-03,19.8931792703576,20.207054709187744,19.80796431061427,20.121839749444415,545661.0
2017-02-06,20.121839749444415,20.373017109648842,19.989430648310496,20.240608008514922,1184762.0
2017-02-07,20.240608008514922,20.429087229450175,19.59861735085436,19.787096571789615,1069490.0
2017-02-08,19.787096571789615,20.070705769781465,19.598094142408474,19.881703340400325,781862.0
2017-02-09,19.881703340400325,20.339938216844384,19.627930881306185,20.086165757750244,789195.0
2017-02-10,20.086165757750244,20.516782803906366,19.87635953014511,20.30697657630123,660218.0
2017-02-13,20.30697657630123,20.55830740345658,19.85090688620592,20.10223771336127,652927.0
2017-02-14,20.10223771336127,20.332868638130936,19.958434236590193,20.18906516135986,1115010.0
2017-02-15,20.18906516135986,20.307449423252113,20.029316826856782,20.147701088749034,1042968.0
2017-02-16,20.147701088749034,20.333118979336202,19.974126378928744,20.159544269515912,1055402.0
2017-02-17,20.159544269515912,20.743650657253905,20.049248299204645,20.63335468694264,1377665.0
2017-02-20,20.63335468694264,20.821119755957813,20.396540328872177,20.584305397887352,908406.0
2017-02-21,20.584305397887352,20.957344939239793,20.367719804685738,20.74075934603818,1238770.0
2017-02-22,20.74075934603818,21.408808858512856,20.443803379735822,21.1118528922105,1246273.0
2017-02-23,21.1118528922105,21.451798478740955,20.72451422898727,21.064459815517726,1031477.0
2017-02-24,21.064459815517726,21.24983409976882,20.964511817058483,21.149886101309576,1300357.0
2017-02-27,21.149886101309576,21.6557584508413,20.779826923783975,21.2856992733157,1273087.0
2017-02-28,21.2856992733157,21.697434168329167,20.98441115540373,21.396146050417197,772446.0
2017-03-01,21.396146050417197,21.773823434597574,20.789221370490747,21.166898754671124,692271.0
2017-03-02,21.166898754671124,21.430994221776754,21.046220999769282,21.310316466874912,1403280.0
2017-03-03,21.310316466874912,21.9732508856953,21.108920180564006,21.771854599384394,535508.0
2017-03-06,21.771854599384394,22.008133730204833,21.182197759529117,21.418476890349556,662331.0
2017-03-07,21.418476890349556,22.062406942678155,21.10397760381819,21.74790765614679,1304955.0
2017-03-08,21.74790765614679,22.026048048832592,21.565417111993284,21.843557504679087,689081.0
2017-03-09,21.843557504679087,22.067371398005545,21.508517910647598,21.732331803974056,984391.0
